SITE_ID,HEIGHTC_DATE,HEIGHTC,VEG_CROP,HEIGHTC_SPATIAL_VARIABILITY,HEIGHTC_SPATIAL_REP_NUMBER
US-Shd,09/10/1999,0.56,grass,NA,NA
US-Shd,09/23/1999,0.52,grass,NA,NA
US-Shd,10/07/1999,0.47,grass,NA,NA
US-Shd,10/07/1999,0.47,grass,NA,NA
US-Shd,10/22/1999,0.5233,grass,NA,NA
US-Shd,11/05/1999,0.51,grass,NA,NA
US-Shd,11/19/1999,0.5333,grass,NA,NA
US-Shd,01/21/2000,0.4433,grass,NA,NA
US-Shd,02/16/2000,0.3167,grass,NA,NA
US-Shd,03/23/2000,0.3267,grass,NA,NA
US-Shd,03/28/2000,0.07,grass,NA,NA
US-Shd,04/13/2000,0.0717,grass,NA,NA
US-Shd,04/27/2000,0.1167,grass,NA,NA
US-Shd,05/06/2000,0.19,grass,NA,NA
US-Shd,05/25/2000,0.2833,grass,NA,NA
US-Shd,06/08/2000,0.4067,grass,NA,NA
US-Shd,06/22/2000,0.38,grass,NA,NA
US-Shd,07/06/2000,0.5467,grass,NA,NA
US-Shd,07/20/2000,0.3667,grass,NA,NA
US-Shd,07/31/2000,0.3967,grass,NA,NA
US-Shd,08/17/2000,0.383,grass,NA,NA
US-Shd,08/31/2000,0.3933,grass,NA,NA
US-Shd,09/14/2000,0.3667,grass,NA,NA
US-Shd,09/28/2000,0.38,grass,NA,NA
US-Shd,10/12/2000,0.4867,grass,NA,NA
US-Shd,10/27/2000,0.4033,grass,NA,NA
US-Shd,11/09/2000,0.42,grass,NA,NA
US-Shd,11/28/2000,0.417,grass,NA,NA
US-Shd,03/26/2001,0.29,grass,NA,NA
