"YR","DOY","HR","Time.id","USTAR_1","WS_1","W_SIGMA_1","MO_LENGTH_1","WD_1","z0d","hc","zm_1"
2011,4,9.5,2011.009278,0.672,2.658,-9999,-1605.90828636411,73.065,-9999,-9999,32
2011,4,10,2011.009335,0.807,3.103,-9999,-747.036107084656,81.219,-9999,-9999,32
2011,4,10.5,2011.009392,0.691,2.917,-9999,-673.638919158231,63.393,-9999,-9999,32
2011,4,11,2011.009449,0.725,2.919,-9999,-409.599294144972,56.451,-9999,-9999,32
2011,4,11.5,2011.009506,0.712,3.303,-9999,-347.265533973426,60.861,-9999,-9999,32
2011,4,12,2011.009563,0.865,4.262,-9999,-444.586879527049,73.106,-9999,-9999,32
2011,4,12.5,2011.00962,0.963,4.246,-9999,-540.214917119137,80.577,-9999,-9999,32
2011,4,13,2011.009677,1.048,4.595,-9999,-570.737526346699,81.706,-9999,-9999,32
2011,4,13.5,2011.009734,1.034,4.62,-9999,-472.125734802171,78.966,-9999,-9999,32
2011,4,14,2011.009791,1.235,5.209,-9999,-994.234614707451,84.411,-9999,-9999,32
2011,4,14.5,2011.009847,1.191,5.347,-9999,-762.84066575466,82.571,-9999,-9999,32
2011,4,15,2011.009904,1.139,4.403,-9999,-654.155990447202,83.169,-9999,-9999,32
2011,4,15.5,2011.009961,1.02,5.057,-9999,-1052.8643281746,89.521,-9999,-9999,32
2011,4,16,2011.010018,1.062,4.927,-9999,-2165.53933724586,89.772,-9999,-9999,32
2011,4,16.5,2011.010075,1.017,4.975,-9999,-2698.67978479858,91.467,-9999,-9999,32
2011,4,17,2011.010132,0.934,4.184,-9999,-4179.07556932547,93.696,-9999,-9999,32
2011,4,17.5,2011.010189,1.12,5,-9999,-4302.91108696148,106.803,-9999,-9999,32
2011,4,18,2011.010246,0.942,4.273,-9999,-3476.99716115165,102.651,-9999,-9999,32
2011,4,18.5,2011.010303,1.007,4.381,-9999,-2992.7365273097,113.522,-9999,-9999,32
2011,4,19,2011.01036,0.745,3.386,-9999,-1217.96316754342,111.53,-9999,-9999,32
2011,4,19.5,2011.010417,0.839,3.376,-9999,-5227.58969880273,112.318,-9999,-9999,32
2011,4,20,2011.010474,0.735,3.325,-9999,-1053.05073605252,109.299,-9999,-9999,32
2011,4,20.5,2011.010531,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32
2011,4,21,2011.010587,0.611,2.8,-9999,2913.89082868034,102.822,-9999,-9999,32
2011,4,21.5,2011.010644,0.599,2.582,-9999,1501.1304044155,103.137,-9999,-9999,32
2011,4,22,2011.010701,0.464,2.294,-9999,1114.36015054515,112.78,-9999,-9999,32
2011,4,22.5,2011.010758,0.365,1.956,-9999,515.44663208575,112.544,-9999,-9999,32
2011,4,23,2011.010815,0.466,1.791,-9999,-2356.22293876789,124.511,-9999,-9999,32
2011,4,23.5,2011.010872,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32
2011,4,24,2011.010929,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32
2011,5,0.5,2011.010986,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32
2011,5,1,2011.011043,0.32,1.75,-9999,2827.81588411045,79.117,-9999,-9999,32
2011,5,1.5,2011.0111,0.32,1.484,-9999,224.432630799436,71.867,-9999,-9999,32
2011,5,2,2011.011157,0.262,1.543,-9999,116.261695908014,64.247,-9999,-9999,32
2011,5,2.5,2011.011214,0.174,1.475,-9999,73.0751932857746,57.521,-9999,-9999,32
2011,5,3,2011.01127,0.214,1.534,-9999,62.410240911769,61.967,-9999,-9999,32
2011,5,3.5,2011.011327,0.307,1.831,-9999,169.232731067947,50.933,-9999,-9999,32
2011,5,4,2011.011384,0.292,1.783,-9999,180.613023934615,46.33,-9999,-9999,32
2011,5,4.5,2011.011441,0.31,1.776,-9999,160.913592038336,62.432,-9999,-9999,32
2011,5,5,2011.011498,0.227,1.615,-9999,71.3966436384732,70.113,-9999,-9999,32
2011,5,5.5,2011.011555,0.251,1.778,-9999,67.0924017042193,71.204,-9999,-9999,32
2011,5,6,2011.011612,0.322,2.149,-9999,238.285978432336,69.238,-9999,-9999,32
2011,5,6.5,2011.011669,0.312,1.682,-9999,161.926492661948,63.999,-9999,-9999,32
2011,5,7,2011.011726,0.109,1.158,-9999,26.8213495071402,60.115,-9999,-9999,32
2011,5,7.5,2011.011783,0.154,1.478,-9999,27.523242935749,45.174,-9999,-9999,32
2011,5,8,2011.01184,0.218,1.679,-9999,60.2291383450169,41.32,-9999,-9999,32
2011,5,8.5,2011.011897,0.163,1.543,-9999,33.9701555434082,49.733,-9999,-9999,32
2011,5,9,2011.011954,0.151,1.503,-9999,42.8329521248798,59.23,-9999,-9999,32
2011,5,9.5,2011.01201,0.27,1.431,-9999,-532.98595404379,54.281,-9999,-9999,32
2011,5,10,2011.012067,0.252,1.089,-9999,-142.209032783664,51.532,-9999,-9999,32
2011,5,10.5,2011.012124,0.328,0.963,-9999,-53.2989168116463,52.626,-9999,-9999,32
2011,5,11,2011.012181,0.307,1.157,-9999,-32.4210430741202,62.418,-9999,-9999,32
2011,5,11.5,2011.012238,0.26,0.953,-9999,-13.3338962498903,74.85,-9999,-9999,32
2011,5,12,2011.012295,0.121,0.737,-9999,-0.977525518410238,124.461,-9999,-9999,32
2011,5,12.5,2011.012352,0.503,1.698,-9999,-80.7985571742146,78.762,-9999,-9999,32
2011,5,13,2011.012409,0.448,1.865,-9999,-96.5414550461768,57.903,-9999,-9999,32
